id,state,diet_need,meal_type,dish,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise,warning
814,Meghalaya,Diabetes,Breakfast,"Sohphlang with Perilla Seed Dip (Red Rice, Diabetes; Diabetes; Breakfast; Vegan)",90,4,13,4,8,Medium,High,High,,"sohphlang root, perilla seeds, chili",Vegan,,Serve the root raw or lightly boiled with crushed perilla seeds. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
815,Meghalaya,Diabetes,Breakfast,"Steamed Wild Greens with Sesame (Extra Greens, Diabetes; Diabetes; Breakfast; Vegan)",83,6,7,5,8,High,High,Low,sesame,"wild greens, sesame seeds, herbs",Vegan,,Steam or lightly sauté the greens with sesame seeds and herbs. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
816,Meghalaya,Diabetes,Breakfast,"Tungrymbai (No Jaggery, Diabetes; Diabetes; Breakfast; Vegan)",139,10,11,6,7,Medium,Medium,Medium,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegan,,"Cook fermented soybeans with black sesame, chili, and local herbs. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
817,Meghalaya,Diabetes,Lunch,"Ja Shulia (Herb Seasoned, Diabetes; Diabetes; Lunch; Vegetarian)",155,4,31,2,3,High,High,Low,,"sticky rice, water",Vegetarian,,Steam the sticky rice until soft and fluff it lightly. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
818,Meghalaya,Diabetes,Lunch,"Local Fruit Bowl (Non-Sweet, Diabetes; Diabetes; Lunch; Vegetarian)",89,1,19,0,7,Medium,Low,High,,"sohiong, sohshang, seasonal fruits",Vegetarian,,Serve the seasonal fruit fresh without added sugar. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
819,Meghalaya,Diabetes,Lunch,"Lungsiej (Leaf Wrapped, Diabetes; Diabetes; Lunch; Vegetarian)",55,3,6,2,5,Low,Medium,High,,"bamboo shoot, chili, spices",Vegetarian,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
820,Meghalaya,Diabetes,Lunch,"Me.kin/Sobok Chatni (No Added Sugar, Diabetes; Diabetes; Lunch; Vegetarian)",97,2,11,3,7,Medium,Medium,Medium,,"banana flower, herbs, chili",Vegetarian,,Pound banana flower with herbs and chili into a fresh chutney. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
821,Meghalaya,Diabetes,Lunch,"Pu-sla (High Fibre, Diabetes; Diabetes; Lunch; Vegetarian)",131,4,24,2,6,Medium,Low,Low,,"rice flour, leaf wrap, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
822,Meghalaya,Diabetes,Lunch,"Pukhlein (Steamed, Diabetes; Diabetes; Lunch; Vegetarian)",202,5,30,7,3,Medium,High,Medium,,"rice flour, jaggery, oil",Vegetarian,,Prepare the rice cake with a light batter and shallow-fry briefly. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
823,Meghalaya,Diabetes,Lunch,"Pumaloi (No Sugar, Diabetes; Diabetes; Lunch; Vegetarian)",134,4,26,2,6,Low,High,Medium,,"ground rice, water, steam",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
824,Meghalaya,Diabetes,Lunch,"Pusaw (Small Portion, Diabetes; Diabetes; Lunch; Vegetarian)",121,4,23,2,6,High,High,Low,,"unpolished rice, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
825,Meghalaya,Diabetes,Lunch,"Putharo (Low GI, Diabetes; Diabetes; Lunch; Vegetarian)",138,5,29,3,7,High,High,High,,"rice flour, water, black sesame",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
826,Meghalaya,Diabetes,Lunch,"Red Rice with Bamboo Shoot and Herbs (Minimal Oil, Diabetes; Diabetes; Lunch; Vegetarian)",168,5,30,3,7,Medium,Low,Low,,"red rice, bamboo shoot, local herbs",Vegetarian,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
827,Meghalaya,Diabetes,Lunch,"Roasted Maize (Complex Carb, Diabetes; Diabetes; Lunch; Vegetarian)",118,4,25,2,6,Medium,Medium,Low,,local maize,Vegetarian,,Dry-roast the maize over fire and season lightly. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
828,Meghalaya,Diabetes,Lunch,"Shaw Saw (Portion Controlled, Diabetes; Diabetes; Lunch; Vegetarian)",5,0,3,0,1,Medium,High,Medium,,"red tea leaves, water",Vegetarian,,Brew the red tea without sugar and serve it hot. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
829,Meghalaya,Diabetes,Lunch,"Shillong Aloo Muri/Chana (Slow Digest, Diabetes; Diabetes; Lunch; Vegetarian)",151,6,23,3,8,Medium,High,High,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegetarian,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
830,Meghalaya,Diabetes,Lunch,"Sohphlang with Perilla Seed Dip (Red Rice, Diabetes; Diabetes; Lunch; Vegetarian)",104,4,14,5,8,Medium,Medium,High,,"sohphlang root, perilla seeds, chili",Vegetarian,,Serve the root raw or lightly boiled with crushed perilla seeds. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
831,Meghalaya,Diabetes,Lunch,"Steamed Wild Greens with Sesame (Extra Greens, Diabetes; Diabetes; Lunch; Vegetarian)",96,6,8,6,8,High,High,High,sesame,"wild greens, sesame seeds, herbs",Vegetarian,,Steam or lightly sauté the greens with sesame seeds and herbs. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
832,Meghalaya,Diabetes,Lunch,"Tungrymbai (No Jaggery, Diabetes; Diabetes; Lunch; Vegetarian)",156,10,12,7,7,High,Low,Medium,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegetarian,,"Cook fermented soybeans with black sesame, chili, and local herbs. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
833,Meghalaya,Diabetes,Lunch,"Bamboo Tube Fish (Portion Controlled, Diabetes; Diabetes; Lunch; Non-Vegetarian)",217,28,7,9,3,Medium,Medium,High,fish,"fish, bamboo tube, herbs, local spices",Non-Vegetarian,fish,Cook fish in bamboo with herbs and only the needed broth. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
834,Meghalaya,Diabetes,Lunch,"Do'o Kappa (Steamed, Diabetes; Diabetes; Lunch; Non-Vegetarian)",255,31,11,8,3,High,Medium,Low,,"chicken, natural potash, coriander, chili",Non-Vegetarian,chicken,"Cook chicken with natural potash, coriander, and chili. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
835,Meghalaya,Diabetes,Lunch,"Doh Sniang Nei-Iong (Complex Carb, Diabetes; Diabetes; Lunch; Non-Vegetarian)",297,24,8,19,3,Low,Medium,Low,sesame,"pork, sesame seeds, herbs",Non-Vegetarian,pork,Cook pork with sesame seeds and local herbs. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
836,Meghalaya,Diabetes,Lunch,"Dohjem (Small Portion, Diabetes; Diabetes; Lunch; Non-Vegetarian)",267,23,9,15,3,Low,High,Low,,"minced pork, black sesame, spices",Non-Vegetarian,pork,Cook minced pork with sesame and spices in a light gravy. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
837,Meghalaya,Diabetes,Lunch,"Dohkhlieh (No Sugar, Diabetes; Diabetes; Lunch; Non-Vegetarian)",230,26,6,13,3,Medium,High,Medium,,"boiled pork, onion, green chili, herbs",Non-Vegetarian,pork,"Boil the pork and toss it with onion, green chili, and herbs. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
838,Meghalaya,Diabetes,Lunch,"Dohneiiong (High Fibre, Diabetes; Diabetes; Lunch; Non-Vegetarian)",302,24,8,17,3,Medium,Low,Medium,,"meat, black sesame seeds, herbs",Non-Vegetarian,pork,Simmer the meat with black sesame and minimal oil. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
839,Meghalaya,Diabetes,Lunch,"Ja Tyndong (Herb Seasoned, Diabetes; Diabetes; Lunch; Non-Vegetarian)",217,18,25,7,6,High,Low,High,,"rice, fish or meat, vegetables, bamboo tube",Non-Vegetarian,fish,"Place rice, fish or meat, and vegetables in bamboo tubes and roast. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
840,Meghalaya,Diabetes,Lunch,"Jadoh (Low GI, Diabetes; Diabetes; Lunch; Non-Vegetarian)",334,23,43,11,6,Medium,Low,Low,,"red rice, local meat, herbs",Non-Vegetarian,pork,Cook red rice with the meat and just enough seasoning for aroma. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
841,Meghalaya,Diabetes,Lunch,"Kharang (Red Rice, Diabetes; Diabetes; Lunch; Non-Vegetarian)",166,26,3,7,2,Low,Medium,High,fish,"smoked fish, chili, herbs",Non-Vegetarian,fish,"Use smoked fish in a light curry, chutney, or salad. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar. Watch the sodium level if the fish component is salted or smoked.
842,Meghalaya,Diabetes,Lunch,"Ktung Bain Nei-Iong (No Added Sugar, Diabetes; Diabetes; Lunch; Non-Vegetarian)",201,22,5,8,3,Medium,High,Medium,"sesame, fish","dry fish, black sesame, herbs",Non-Vegetarian,fish,Simmer dry fish with black sesame and mild spices. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar. Watch the sodium level if the fish component is salted or smoked.
843,Meghalaya,Diabetes,Lunch,"Nakham Bitchi (No Jaggery, Diabetes; Diabetes; Lunch; Non-Vegetarian)",210,24,7,8,2,Medium,Medium,Low,fish,"dry fish, chili, garlic, herbs",Non-Vegetarian,fish,"Prepare dry fish gravy with garlic, chili, and local herbs. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar. Watch the sodium level if the fish component is salted or smoked.
844,Meghalaya,Diabetes,Lunch,"Phan and Tungtap (Extra Greens, Diabetes; Diabetes; Lunch; Non-Vegetarian)",141,11,17,6,5,Medium,Medium,Medium,fish,"boiled potato, fermented dry fish, chili, onion",Non-Vegetarian,fish,Serve boiled potato with fermented dry fish chutney in a small portion. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar. Watch the sodium level if the fish component is salted or smoked.
845,Meghalaya,Diabetes,Lunch,"Putharo with Dohjem (Minimal Oil, Diabetes; Diabetes; Lunch; Non-Vegetarian)",356,24,37,12,5,High,Medium,High,,"rice flour, pork curry, black sesame",Non-Vegetarian,pork,Pair the rice cake with pork curry and black sesame in a balanced serving. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
846,Meghalaya,Diabetes,Lunch,"Shillong Smoked Meat (Non-Sweet, Diabetes; Diabetes; Lunch; Non-Vegetarian)",210,24,3,10,3,Low,Medium,Medium,,"smoked meat, onion, herbs",Non-Vegetarian,smoked meat,Serve smoked meat in small slices with onion and herbs. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
847,Meghalaya,Diabetes,Lunch,"Wak Pura (Slow Digest, Diabetes; Diabetes; Lunch; Non-Vegetarian)",306,26,6,20,4,High,Low,Medium,,"pork, potash, herbs",Non-Vegetarian,pork,Cook pork with potash until tender and keep the fat controlled. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
848,Meghalaya,Diabetes,Lunch,"Wak Tangsek Pura (Leaf Wrapped, Diabetes; Diabetes; Lunch; Non-Vegetarian)",243,25,8,14,5,Low,High,High,,"pork, green vegetables, powdered rice",Non-Vegetarian,pork,Cook pork with green vegetables and powdered rice. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
849,Meghalaya,Diabetes,Lunch,"Ja Shulia (Herb Seasoned, Diabetes; Diabetes; Lunch; Vegan)",150,4,31,1,3,Low,Low,Medium,,"sticky rice, water",Vegan,,Steam the sticky rice until soft and fluff it lightly. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
850,Meghalaya,Diabetes,Lunch,"Local Fruit Bowl (Non-Sweet, Diabetes; Diabetes; Lunch; Vegan)",84,1,19,0,7,Medium,Medium,Low,,"sohiong, sohshang, seasonal fruits",Vegan,,Serve the seasonal fruit fresh without added sugar. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
851,Meghalaya,Diabetes,Lunch,"Lungsiej (Leaf Wrapped, Diabetes; Diabetes; Lunch; Vegan)",50,3,6,1,5,High,Medium,High,,"bamboo shoot, chili, spices",Vegan,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
852,Meghalaya,Diabetes,Lunch,"Me.kin/Sobok Chatni (No Added Sugar, Diabetes; Diabetes; Lunch; Vegan)",92,2,11,2,7,Medium,Medium,Low,,"banana flower, herbs, chili",Vegan,,Pound banana flower with herbs and chili into a fresh chutney. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
853,Meghalaya,Diabetes,Lunch,"Pu-sla (High Fibre, Diabetes; Diabetes; Lunch; Vegan)",126,4,24,1,6,High,Medium,Medium,,"rice flour, leaf wrap, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
854,Meghalaya,Diabetes,Lunch,"Pukhlein (Steamed, Diabetes; Diabetes; Lunch; Vegan)",197,5,30,6,3,Medium,Medium,Medium,,"rice flour, jaggery, oil",Vegan,,Prepare the rice cake with a light batter and shallow-fry briefly. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
855,Meghalaya,Diabetes,Lunch,"Pumaloi (No Sugar, Diabetes; Diabetes; Lunch; Vegan)",129,4,26,1,6,High,Medium,High,,"ground rice, water, steam",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
856,Meghalaya,Diabetes,Lunch,"Pusaw (Small Portion, Diabetes; Diabetes; Lunch; Vegan)",116,4,23,1,6,Medium,Low,High,,"unpolished rice, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
857,Meghalaya,Diabetes,Lunch,"Putharo (Low GI, Diabetes; Diabetes; Lunch; Vegan)",133,5,29,2,7,Low,Medium,Medium,,"rice flour, water, black sesame",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
858,Meghalaya,Diabetes,Lunch,"Red Rice with Bamboo Shoot and Herbs (Minimal Oil, Diabetes; Diabetes; Lunch; Vegan)",163,5,30,2,7,Medium,High,Medium,,"red rice, bamboo shoot, local herbs",Vegan,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
859,Meghalaya,Diabetes,Lunch,"Roasted Maize (Complex Carb, Diabetes; Diabetes; Lunch; Vegan)",113,4,25,1,6,High,Low,Low,,local maize,Vegan,,Dry-roast the maize over fire and season lightly. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
860,Meghalaya,Diabetes,Lunch,"Shaw Saw (Portion Controlled, Diabetes; Diabetes; Lunch; Vegan)",5,0,3,0,1,High,High,Medium,,"red tea leaves, water",Vegan,,Brew the red tea without sugar and serve it hot. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
861,Meghalaya,Diabetes,Lunch,"Shillong Aloo Muri/Chana (Slow Digest, Diabetes; Diabetes; Lunch; Vegan)",146,6,23,2,8,High,Medium,Low,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegan,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
862,Meghalaya,Diabetes,Lunch,"Sohphlang with Perilla Seed Dip (Red Rice, Diabetes; Diabetes; Lunch; Vegan)",99,4,14,4,8,Medium,Low,Low,,"sohphlang root, perilla seeds, chili",Vegan,,Serve the root raw or lightly boiled with crushed perilla seeds. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
863,Meghalaya,Diabetes,Lunch,"Steamed Wild Greens with Sesame (Extra Greens, Diabetes; Diabetes; Lunch; Vegan)",91,6,8,5,8,Low,Medium,Low,sesame,"wild greens, sesame seeds, herbs",Vegan,,Steam or lightly sauté the greens with sesame seeds and herbs. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
864,Meghalaya,Diabetes,Lunch,"Tungrymbai (No Jaggery, Diabetes; Diabetes; Lunch; Vegan)",151,10,12,6,7,Low,Medium,High,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegan,,"Cook fermented soybeans with black sesame, chili, and local herbs. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
865,Meghalaya,Diabetes,Snack,"Ja Shulia (Herb Seasoned, Diabetes; Diabetes; Snack; Vegetarian)",110,4,22,2,3,Medium,Low,Low,,"sticky rice, water",Vegetarian,,Steam the sticky rice until soft and fluff it lightly. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
866,Meghalaya,Diabetes,Snack,"Local Fruit Bowl (Non-Sweet, Diabetes; Diabetes; Snack; Vegetarian)",65,1,13,0,7,High,Low,Medium,,"sohiong, sohshang, seasonal fruits",Vegetarian,,Serve the seasonal fruit fresh without added sugar. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
867,Meghalaya,Diabetes,Snack,"Lungsiej (Leaf Wrapped, Diabetes; Diabetes; Snack; Vegetarian)",41,3,4,2,5,Low,Medium,High,,"bamboo shoot, chili, spices",Vegetarian,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
868,Meghalaya,Diabetes,Snack,"Me.kin/Sobok Chatni (No Added Sugar, Diabetes; Diabetes; Snack; Vegetarian)",72,2,8,3,7,Low,High,Medium,,"banana flower, herbs, chili",Vegetarian,,Pound banana flower with herbs and chili into a fresh chutney. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
869,Meghalaya,Diabetes,Snack,"Pu-sla (High Fibre, Diabetes; Diabetes; Snack; Vegetarian)",96,4,17,2,6,Low,Low,Medium,,"rice flour, leaf wrap, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
870,Meghalaya,Diabetes,Snack,"Pukhlein (Steamed, Diabetes; Diabetes; Snack; Vegetarian)",145,5,21,7,3,Low,High,Low,,"rice flour, jaggery, oil",Vegetarian,,Prepare the rice cake with a light batter and shallow-fry briefly. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
871,Meghalaya,Diabetes,Snack,"Pumaloi (No Sugar, Diabetes; Diabetes; Snack; Vegetarian)",97,4,19,2,6,Medium,Low,Low,,"ground rice, water, steam",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
872,Meghalaya,Diabetes,Snack,"Pusaw (Small Portion, Diabetes; Diabetes; Snack; Vegetarian)",86,4,17,2,6,Medium,High,Low,,"unpolished rice, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
873,Meghalaya,Diabetes,Snack,"Putharo (Low GI, Diabetes; Diabetes; Snack; Vegetarian)",98,5,21,3,7,High,Low,Medium,,"rice flour, water, black sesame",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
874,Meghalaya,Diabetes,Snack,"Red Rice with Bamboo Shoot and Herbs (Minimal Oil, Diabetes; Diabetes; Snack; Vegetarian)",121,5,21,3,7,Low,High,High,,"red rice, bamboo shoot, local herbs",Vegetarian,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
875,Meghalaya,Diabetes,Snack,"Roasted Maize (Complex Carb, Diabetes; Diabetes; Snack; Vegetarian)",85,4,19,2,6,Low,High,Medium,,local maize,Vegetarian,,Dry-roast the maize over fire and season lightly. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
876,Meghalaya,Diabetes,Snack,"Shaw Saw (Portion Controlled, Diabetes; Diabetes; Snack; Vegetarian)",5,0,3,0,1,Low,High,Medium,,"red tea leaves, water",Vegetarian,,Brew the red tea without sugar and serve it hot. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
